ISIN,conId,Symbol,Currency,Status,Rows,FirstDate,LastDate,Error
US36118L1061,356068332,FUTU,USD,OK,1213,2019-03-08,2023-12-29,
US3614381040,6607951,GAMI,USD,OK,1258,2019-01-02,2023-12-29,
US3614481030,7690,GATX,USD,OK,1258,2019-01-02,2023-12-29,
US36162J1060,158655765,GEO,USD,OK,1258,2019-01-02,2023-12-29,
US36165A1025,240492681,JOB,USD,OK,1255,2019-01-02,2023-12-29,
US36165L1089,254032874,GDS,USD,OK,1258,2019-01-02,2023-12-29,
US36237H1014,269747,GIII,USD,OK,1258,2019-01-02,2023-12-29,
US36257Y1091,369120395,GOTU,USD,OK,1151,2019-06-06,2023-12-29,
US36262G1013,502252244,GXO,USD,OK,615,2021-07-22,2023-12-29,
US36266G1076,601776309,GEHC,USD,OK,261,2022-12-15,2023-12-29,
US36268T2069,80626820,GAID,USD,OK,1261,2019-01-02,2023-12-29,
US36317J2096,784233662,GLXY,USD,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:Die HMDS-Anfrage ergab keine Daten: GLXY@SMART Trades
US3632252025,105021020,GALT,USD,OK,1258,2019-01-02,2023-12-29,
US3635761097,4325,AJG,USD,OK,1258,2019-01-02,2023-12-29,
US36467J1088,136254442,GLPI,USD,OK,1258,2019-01-02,2023-12-29,
US36467W1099,36285627,GME,USD,OK,1258,2019-01-02,2023-12-29,
US36467X2062,358791095,G2M,SEK,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SFB STK
US36472T1097,391208849,TDAY,USD,OK,1258,2019-01-02,2023-12-29,
US3647601083,7765,GAP,USD,OK,1258,2019-01-02,2023-12-29,
US3665051054,332922484,GTX,USD,FAILED,0,,,Timeout
US3666511072,4457287,IT,USD,OK,1258,2019-01-02,2023-12-29,
US36870W1009,532497638,GNTA,USD,OK,452,2021-12-15,2023-12-29,
US36872P1030,399913084,GNSS,USD,FAILED,0,,,Timeout
US3687361044,72529783,GNRC,USD,OK,1258,2019-01-02,2023-12-29,
US3695501086,7496,GD,USD,OK,1258,2019-01-02,2023-12-29,
US3696043013,498843743,GE,USD,OK,1258,2019-01-02,2023-12-29,
US3703341046,7616,GIS,USD,OK,1258,2019-01-02,2023-12-29,
US37045V1008,80986742,GM,USD,OK,1258,2019-01-02,2023-12-29,
US3715321028,7490,GCO,USD,OK,1258,2019-01-02,2023-12-29,
US3719011096,269828,GNTX,USD,OK,1258,2019-01-02,2023-12-29,
US3722842081,95980853,GNE,USD,OK,1258,2019-01-02,2023-12-29,
US3724601055,7745,GPC,USD,OK,1258,2019-01-02,2023-12-29,
US37247D1063,29110391,GNW,USD,OK,1258,2019-01-02,2023-12-29,
US37253A1034,113306104,THRM,USD,OK,1258,2019-01-02,2023-12-29,
US3741631036,4812254,GERN,USD,OK,1258,2019-01-02,2023-12-29,
US3743964062,320228874,ZGV3,EUR,OK,1272,2019-01-02,2023-12-29,
US3746891072,273915,ROCK,USD,OK,1258,2019-01-02,2023-12-29,
US3755581036,269753,GILD,USD,OK,1258,2019-01-02,2023-12-29,
US37636P1084,75216311,GVDNY,USD,OK,1258,2019-01-02,2023-12-29,
US37637Q1058,269630,GBCI,USD,OK,1258,2019-01-02,2023-12-29,
US3765461070,35052919,GAIN,USD,OK,1258,2019-01-02,2023-12-29,
US3765491010,121560173,LAND,USD,OK,1258,2019-01-02,2023-12-29,
US3773221029,198048703,GKOS,USD,OK,1258,2019-01-02,2023-12-29,
US37733W2044,572313484,GS70,EUR,FAILED,0,,,Timeout
US37827X1000,127686836,GLNCY,USD,OK,1258,2019-01-02,2023-12-29,
US37892C1062,500073393,GGRP,USD,OK,629,2021-07-01,2023-12-29,
US3789735079,760229171,P8S0,EUR,OK,265,2022-12-16,2023-12-29,
US3795772082,111576465,GMED,USD,OK,1258,2019-01-02,2023-12-29,
US37959E1029,375868344,TMJ,EUR,OK,1116,2019-08-14,2023-12-29,
US3802371076,188986978,GDDY,USD,OK,1258,2019-01-02,2023-12-29,
US38046C1099,129481281,GOGO,USD,OK,1258,2019-01-02,2023-12-29,
US38141G1040,4627828,GS,USD,OK,1258,2019-01-02,2023-12-29,
US38147U1079,187184161,GSBD,USD,OK,1258,2019-01-02,2023-12-29,
US38173M1027,74244456,GBDC,USD,OK,1258,2019-01-02,2023-12-29,
US3825501014,7830,GT,USD,OK,1258,2019-01-02,2023-12-29,
US38267D1090,316073744,GSHD,USD,OK,1258,2019-01-02,2023-12-29,
US38268T1034,158249582,GPRO,USD,OK,1258,2019-01-02,2023-12-29,
US3830821043,754881,GRC,USD,OK,1258,2019-01-02,2023-12-29,
US3841091040,7563,GGG,USD,OK,1258,2019-01-02,2023-12-29,
US3843136074,808619061,G6G0,EUR,OK,265,2022-12-16,2023-12-29,
US3845561063,754833,GHM,USD,OK,1258,2019-01-02,2023-12-29,
US3846371041,138906043,GHC,USD,OK,1258,2019-01-02,2023-12-29,
US3848021040,7867,GWW,USD,OK,1258,2019-01-02,2023-12-29,
US38526M1062,55922559,LOPE,USD,OK,1258,2019-01-02,2023-12-29,
US3873281071,2743636,GVA,USD,OK,1258,2019-01-02,2023-12-29,
US38747T6414,879864039,BIOY,USD,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:Die HMDS-Anfrage ergab keine Daten: BIOY@SMART Trades
US3886891015,49476732,GPK,USD,OK,1258,2019-01-02,2023-12-29,
US38911N2062,193941819,GRVY,USD,OK,1258,2019-01-02,2023-12-29,
US3893751061,2585360,GTN,USD,OK,1258,2019-01-02,2023-12-29,
US3893752051,2007547,GTN A,USD,OK,1019,2019-01-02,2023-12-29,
US3903207039,547246854,GECC,USD,OK,1258,2019-01-02,2023-12-29,
US3909051076,269903,GSBC,USD,OK,1258,2019-01-02,2023-12-29,
US3927091013,172103159,2G1,EUR,FAILED,0,,,Timeout
US3932221043,38333348,GPRE,USD,OK,1258,2019-01-02,2023-12-29,
US3936571013,7472,GBX,USD,OK,1258,2019-01-02,2023-12-29,
US39579V1008,312184402,GHG,USD,OK,1258,2019-01-02,2023-12-29,
US3976241071,4812174,GEF,USD,OK,1258,2019-01-02,2023-12-29,
US3976242061,4812176,GEF B,USD,OK,1258,2019-01-02,2023-12-29,
US3984331021,611152,GFF,USD,OK,1258,2019-01-02,2023-12-29,
US3989051095,6608006,GPI,USD,OK,1258,2019-01-02,2023-12-29,
US3994732069,426480582,GRPN,USD,OK,1258,2019-01-02,2023-12-29,
US40049J2069,13056,TV,USD,OK,1258,2019-01-02,2023-12-29,
US40053W1018,167236267,AVAL,USD,OK,1258,2019-01-02,2023-12-29,
US40054A1088,233587209,SUPV,USD,OK,1258,2019-01-02,2023-12-29,
US40090E1064,785370492,CIB,USD,OK,1258,2019-01-02,2023-12-29,
US40131M1099,335906876,GH,USD,OK,1258,2019-01-02,2023-12-29,
US40171V1008,100825898,GWRE,USD,OK,1258,2019-01-02,2023-12-29,
US4026355028,491186703,GPOR,USD,OK,660,2021-05-18,2023-12-29,
US4039491000,550324178,DINO,USD,OK,1258,2019-01-02,2023-12-29,
US4041111067,387014894,HBT,USD,OK,1062,2019-10-11,2023-12-29,
US40412C1018,85076790,HCA,USD,OK,1258,2019-01-02,2023-12-29,
US40415F1012,12796138,HDB,USD,OK,1258,2019-01-02,2023-12-29,
US40416E1038,129151636,HCI,USD,OK,1258,2019-01-02,2023-12-29,
US40417F1093,330986446,HFFG,USD,OK,1256,2019-01-02,2023-12-29,
US4042511000,270210,HNI,USD,OK,1258,2019-01-02,2023-12-29,
US40432G2075,98464114,HTJ,EUR,FAILED,0,,,Timeout
US40434L1052,209411801,HPQ,USD,OK,1258,2019-01-02,2023-12-29,
US4046091090,47965845,HCKT,USD,OK,1258,2019-01-02,2023-12-29,
US4050241003,7884,HAE,USD,OK,1258,2019-01-02,2023-12-29,
US4052171000,4812635,HAIN,USD,OK,1258,2019-01-02,2023-12-29,
US40609P1057,73417523,HNRG,USD,OK,1258,2019-01-02,2023-12-29,
US40637H1095,30212431,HALO,USD,OK,1258,2019-01-02,2023-12-29,
US4074971064,268212409,HLNE,USD,OK,1258,2019-01-02,2023-12-29,
US4101201097,270035,HWC,USD,OK,1258,2019-01-02,2023-12-29,
US4104952043,98801717,HF7N,EUR,OK,1272,2019-01-02,2023-12-29,
US41068X1000,125815462,HASI,USD,OK,1258,2019-01-02,2023-12-29,
US4108671052,37075152,THG,USD,OK,1258,2019-01-02,2023-12-29,
US4128221086,7935,HOG,USD,OK,1258,2019-01-02,2023-12-29,
US4131601027,1767094,HLIT,USD,OK,1258,2019-01-02,2023-12-29,
US4132163001,4812805,HMY,USD,OK,1258,2019-01-02,2023-12-29,
US4161962026,301934149,HHS,USD,OK,1237,2019-01-02,2023-12-29,
US4165151048,1217009,HIG,USD,OK,1258,2019-01-02,2023-12-29,
US4169062043,863831915,HBIO,USD,OK,1258,2019-01-02,2023-12-29,
US4195961010,270015,HVT,USD,OK,1258,2019-01-02,2023-12-29,
US4195962000,6217881,HVT A,USD,OK,441,2019-01-03,2023-12-20,
US4198701009,7947,HE,USD,OK,1258,2019-01-02,2023-12-29,
US4202611095,270320,HWKN,USD,OK,1258,2019-01-02,2023-12-29,
US4219061086,270058,HCSG,USD,OK,1258,2019-01-02,2023-12-29,
US42222N1037,8088401,HSTM,USD,OK,1258,2019-01-02,2023-12-29,
US42225T1079,375789579,HCAT,USD,OK,1117,2019-07-25,2023-12-29,
US42226A1079,162231790,HQY,USD,OK,1258,2019-01-02,2023-12-29,
US42226K1051,575059876,HT0,EUR,OK,370,2022-07-22,2023-12-29,
US4223471040,270278,HTLD,USD,OK,1258,2019-01-02,2023-12-29,
US42250P1030,389700396,DOC,USD,OK,1258,2019-01-02,2023-12-29,
US4227041062,8027,HL,USD,OK,1258,2019-01-02,2023-12-29,
US4228061093,754990,HEI,USD,OK,1258,2019-01-02,2023-12-29,
US4228062083,6207405,HEI A,USD,OK,1258,2019-01-02,2023-12-29,
US4228191023,603520136,HSI,EUR,OK,265,2022-12-16,2023-12-29,
US42328H1095,371248349,HLIO,USD,OK,1258,2019-01-02,2023-12-29,
US42330P1075,38251658,HLX,USD,OK,1258,2019-01-02,2023-12-29,
US4234031049,506295812,MOMO,USD,OK,1258,2019-01-02,2023-12-29,
US4234521015,8097,HP,USD,OK,1258,2019-01-02,2023-12-29,
US4258831050,45691936,HNNMY,USD,OK,1258,2019-01-02,2023-12-29,
US4262811015,270869,JKHY,USD,OK,1258,2019-01-02,2023-12-29,
US42704L1044,236086467,HRI,USD,OK,1258,2019-01-02,2023-12-29,
US4270965084,34822226,HTGC,USD,OK,1258,2019-01-02,2023-12-29,
US42727E1038,133761282,HGBL,USD,OK,1258,2019-01-02,2023-12-29,
US42727J1025,152388751,HRTG,USD,OK,1258,2019-01-02,2023-12-29,
US4277461020,141832719,HRTX,USD,OK,1258,2019-01-02,2023-12-29,
US4278661081,8199,HSY,USD,OK,1258,2019-01-02,2023-12-29,
US42806J7000,500289391,HTZ,USD,OK,628,2021-07-01,2023-12-29,
US42824C1099,209411798,HPE,USD,OK,1258,2019-01-02,2023-12-29,
US4282911084,611167,HXL,USD,OK,1258,2019-01-02,2023-12-29,
US43114Q1058,441488596,HPK,USD,OK,1222,2019-01-02,2023-12-29,
US4312841087,8015,HIW,USD,OK,1258,2019-01-02,2023-12-29,
US43283X1054,257939796,HGV,USD,OK,1258,2019-01-02,2023-12-29,
US43289P1066,38559396,HIMX,USD,OK,1258,2019-01-02,2023-12-29,
US4330001060,466188387,HIMS,USD,OK,1020,2019-09-13,2023-12-29,
US43300A2033,257944570,HLT,USD,OK,1258,2019-01-02,2023-12-29,
US4333231029,270137,HIFS,USD,OK,1253,2019-01-02,2023-12-29,
US4370761029,7930,HD,USD,OK,1258,2019-01-02,2023-12-29,
US4380908057,339808287,HNHPF,USD,OK,963,2020-03-05,2023-12-29,
US4385161066,13013273,ALD,EUR,OK,1272,2019-01-02,2023-12-29,
US43940T1097,242560767,HOPE,USD,OK,1258,2019-01-02,2023-12-29,
US4403271046,8054,HMN,USD,OK,1258,2019-01-02,2023-12-29,
US4404521001,8153,HRL,USD,OK,1258,2019-01-02,2023-12-29,
US4415931009,202918196,HLI,USD,OK,1258,2019-01-02,2023-12-29,
US4424874018,358159239,HO3A,EUR,OK,1209,2019-04-01,2023-12-29,
US4432011082,403121976,HWM,USD,OK,1258,2019-01-02,2023-12-29,
US4433201062,4813067,HUBG,USD,OK,1258,2019-01-02,2023-12-29,
US44332N1063,321415941,HTHT,USD,OK,1258,2019-01-02,2023-12-29,
US4435106079,216386790,HUBB,USD,OK,1258,2019-01-02,2023-12-29,
US4435731009,169544810,HUBS,USD,OK,1258,2019-01-02,2023-12-29,
US4437872058,370691445,STRR,USD,OK,1198,2019-01-02,2023-12-29,
US4440974065,832140748,HP91,EUR,OK,218,2023-02-22,2023-12-29,
US4448591028,8251,HUM,USD,OK,1258,2019-01-02,2023-12-29,
US4461501045,270018,HBAN,USD,OK,1258,2019-01-02,2023-12-29,
US4464131063,86033355,HII,USD,OK,1258,2019-01-02,2023-12-29,
US4470111075,33175911,HUN,USD,OK,1258,2019-01-02,2023-12-29,
US4473241044,270301,HURC,USD,OK,1258,2019-01-02,2023-12-29,
US4474621020,31438328,HURN,USD,OK,1258,2019-01-02,2023-12-29,
US44812J1043,669228280,V71,EUR,OK,717,2021-03-15,2023-12-29,
US44852D1081,316805134,HUYA,USD,OK,1258,2019-01-02,2023-12-29,
US4485791028,70084337,H,USD,OK,1258,2019-01-02,2023-12-29,
US44891N2080,491653055,4LRA,EUR,OK,668,2021-05-26,2023-12-29,
US4489475073,57869558,IDT,USD,OK,1258,2019-01-02,2023-12-29,
US44925C1036,40784309,ICFI,USD,OK,1258,2019-01-02,2023-12-29,
US44930G1076,270402,ICUI,USD,OK,1258,2019-01-02,2023-12-29,
US44951W1062,234843378,IESC,USD,OK,1258,2019-01-02,2023-12-29,
US44980X1090,41891895,IPGP,USD,OK,1258,2019-01-02,2023-12-29,
US4500561067,252330405,IRTC,USD,OK,1258,2019-01-02,2023-12-29,
US45073V1089,233010383,ITT,USD,OK,1258,2019-01-02,2023-12-29,
US45104G1040,8068883,IBN,USD,OK,1258,2019-01-02,2023-12-29,
US4511071064,8360,IDA,USD,OK,1258,2019-01-02,2023-12-29,
US4516222035,380121499,IPWR,USD,OK,1257,2019-01-02,2023-12-29,
US45166A1025,367728022,IDYA,USD,OK,1160,2019-05-23,2023-12-29,
US45167R1041,8377,IEX,USD,OK,1258,2019-01-02,2023-12-29,
US45168D1046,270413,IDXX,USD,OK,1258,2019-01-02,2023-12-29,
US45170X2053,152828880,INVE,USD,OK,1258,2019-01-02,2023-12-29,
US4523081093,8620,ITW,USD,OK,1258,2019-01-02,2023-12-29,
US4523271090,9869443,ILMN,USD,OK,1258,2019-01-02,2023-12-29,
US4525211078,6278574,IMMR,USD,OK,1258,2019-01-02,2023-12-29,
US4525253062,4813174,ICCC,USD,OK,1247,2019-01-02,2023-12-29,
US45256X1037,475852081,IBRX,USD,OK,1258,2019-01-02,2023-12-29,
US45258D1054,469692627,IMCR,USD,OK,729,2021-02-08,2023-12-29,
US4525EP2001,876871145,10V,EUR,OK,265,2022-12-16,2023-12-29,
US4532041096,241585158,PI,USD,OK,1258,2019-01-02,2023-12-29,
US45337C1027,4369855,INCY,USD,OK,1258,2019-01-02,2023-12-29,
US4540891037,8395,IFN,USD,OK,1258,2019-01-02,2023-12-29,
US45569U1016,496414757,INDI,USD,OK,1003,2019-10-04,2023-12-29,
US45579U1097,849142054,INDV,USD,OK,140,2023-06-12,2023-12-29,
US45579X1037,99882862,INDOY,USD,OK,1254,2019-01-02,2023-12-29,
US45662N1037,7718213,IFNNY,USD,OK,1258,2019-01-02,2023-12-29,
US45674E2081,789481329,6JH0,EUR,FAILED,0,,,Timeout
US45675Y1047,42870941,III,USD,OK,1258,2019-01-02,2023-12-29,
US4567881085,4813460,INFY,USD,OK,1258,2019-01-02,2023-12-29,
US4568371037,2865956,ING,USD,OK,1258,2019-01-02,2023-12-29,
US45685K1025,48103895,INFU,USD,OK,1258,2019-01-02,2023-12-29,
US45687V1061,404509190,IR,USD,OK,1258,2019-01-02,2023-12-29,
US45688C1071,231125622,NGVT,USD,OK,1258,2019-01-02,2023-12-29,
US4570301048,270520,IMKTA,USD,OK,1258,2019-01-02,2023-12-29,
US4571871023,107051249,INGR,USD,OK,1258,2019-01-02,2023-12-29,
US4576422053,4813508,INOD,USD,OK,1258,2019-01-02,2023-12-29,
US45765U1034,4431267,NSIT,USD,OK,1258,2019-01-02,2023-12-29,
US4576693075,84889699,INSM,USD,OK,1258,2019-01-02,2023-12-29,
US45768S1050,37867088,IOSP,USD,OK,1258,2019-01-02,2023-12-29,
US4577301090,316490710,INSP,USD,OK,1258,2019-01-02,2023-12-29,
US45774W1080,8428,IIIN,USD,OK,1258,2019-01-02,2023-12-29,
US45778Q1076,84836410,NSP,USD,OK,1258,2019-01-02,2023-12-29,
US45779A8466,482685086,NSPR,USD,OK,1257,2019-01-02,2023-12-29,
US45780L1044,144177256,INGN,USD,OK,1258,2019-01-02,2023-12-29,
US45780R1014,143979238,IBP,USD,OK,1258,2019-01-02,2023-12-29,
US45781V1017,255608245,IIPR,USD,OK,1258,2019-01-02,2023-12-29,
US45782N1081,260664331,INSE,USD,OK,1257,2019-01-02,2023-12-29,
US45784P1012,44061838,PODD,USD,OK,1258,2019-01-02,2023-12-29,
US4579852082,4813137,IART,USD,OK,1258,2019-01-02,2023-12-29,
US4581401001,270639,INTC,USD,OK,1258,2019-01-02,2023-12-29,
US45817G2012,162639228,IDN,USD,OK,1258,2019-01-02,2023-12-29,
US45826J1051,232646339,NTLA,USD,OK,1258,2019-01-02,2023-12-29,
US4583341098,6857699,IPAR,USD,OK,1258,2019-01-02,2023-12-29,
US4586653044,107233203,TILE,USD,OK,1258,2019-01-02,2023-12-29,
US45866F1049,136370275,ICE,USD,OK,1258,2019-01-02,2023-12-29,
US45867G1013,45090369,IDCC,USD,OK,1258,2019-01-02,2023-12-29,
US4590441030,4813159,IBOC,USD,OK,1258,2019-01-02,2023-12-29,
US4592001014,8314,IBM,USD,OK,1258,2019-01-02,2023-12-29,
US4595061015,8385,IFF,USD,OK,1258,2019-01-02,2023-12-29,
US4611471008,4813559,INTT,USD,OK,1258,2019-01-02,2023-12-29,
US4612021034,270662,INTU,USD,OK,1258,2019-01-02,2023-12-29,
US46120E6023,9063285,ISRG,USD,OK,1258,2019-01-02,2023-12-29,
US46121Y2019,439677475,IPI,USD,OK,1258,2019-01-02,2023-12-29,
US46122W3034,788427553,CD51,EUR,OK,1272,2019-01-02,2023-12-29,
US46134L1052,159120762,ISTR,USD,OK,1256,2019-01-02,2023-12-29,
US46187W1071,264405214,INVH,USD,OK,1258,2019-01-02,2023-12-29,
US4622221004,216201289,ISI,EUR,OK,1272,2019-01-02,2023-12-29,
US4622601007,280801120,IOVA,USD,OK,1258,2019-01-02,2023-12-29,
US46266A1097,160690268,IRMD,USD,OK,1258,2019-01-02,2023-12-29,
US46266C1053,295757261,IQV,USD,OK,1258,2019-01-02,2023-12-29,
US46267X1081,312029611,IQ,USD,OK,1258,2019-01-02,2023-12-29,
US46269C1027,69195736,IRDM,USD,OK,1258,2019-01-02,2023-12-29,
US46284V1017,180350771,I5M,EUR,OK,1272,2019-01-02,2023-12-29,
US4632282053,30212821,IRNS,USD,OK,1254,2019-01-02,2023-12-29,
US46333X1081,72384253,IRWD,USD,OK,1258,2019-01-02,2023-12-29,
US46520M2044,96926094,ACCS,USD,OK,1239,2019-01-03,2023-12-29,
US4652701065,501567830,ITFS,USD,OK,1257,2019-01-02,2023-12-29,
US4655621062,58996617,ITUB,USD,OK,1258,2019-01-02,2023-12-29,
US46571Y1073,322592443,IIIV,USD,OK,1258,2019-01-02,2023-12-29,
US4657411066,270760,ITRI,USD,OK,1258,2019-01-02,2023-12-29,
US46590V1008,280803967,JBGS,USD,OK,1258,2019-01-02,2023-12-29,
US46591M1099,397281388,JOYY,USD,OK,1256,2019-01-02,2023-12-29,
US46620W2017,453590733,JILL,USD,OK,1258,2019-01-02,2023-12-29,
US46625H1005,1520593,JPM,USD,OK,1258,2019-01-02,2023-12-29,
US4663131039,4457282,JBL,USD,OK,1258,2019-01-02,2023-12-29,
US4663671091,6477825,JACK,USD,OK,1258,2019-01-02,2023-12-29,
US46655E1001,554413220,DC,USD,OK,1256,2019-01-02,2023-12-29,
US46817M1071,510424230,JXN,USD,OK,586,2021-09-01,2023-12-29,
US46982L1089,582332987,J,USD,OK,1258,2019-01-02,2023-12-29,
US47012E4035,433117881,JAKK,USD,OK,1258,2019-01-02,2023-12-29,
US47089W1045,382626850,AIFC,USD,OK,1257,2019-01-02,2023-12-29,
US47215P1066,152486141,JD,USD,OK,1258,2019-01-02,2023-12-29,
US47233W1099,318911976,JEF,USD,OK,1258,2019-01-02,2023-12-29,
US47580P1030,263852212,JELD,USD,OK,1258,2019-01-02,2023-12-29,
US4771431016,14765981,JBLU,USD,OK,1258,2019-01-02,2023-12-29,
US47759T1007,72529744,JKS,USD,OK,1258,2019-01-02,2023-12-29,
US4778391049,52619008,JBTM,USD,FAILED,0,,,Timeout
US4781601046,8719,JNJ,USD,OK,1258,2019-01-02,2023-12-29,
US47973J1025,173148149,JYNT,USD,OK,1258,2019-01-02,2023-12-29,
US48020Q1076,6608072,JLL,USD,OK,1258,2019-01-02,2023-12-29,
US48123V1026,98538352,JXC1,EUR,OK,1272,2019-01-02,2023-12-29,
US48138M1053,360310571,JMIA,USD,OK,1188,2019-04-12,2023-12-29,
US48238T1097,70907405,OPLN,USD,OK,1258,2019-01-02,2023-12-29,
US48241A1051,54278217,KB,USD,OK,1258,2019-01-02,2023-12-29,
US48242W1062,41552939,KBR,USD,OK,1258,2019-01-02,2023-12-29,
US4824801009,270957,KLAC,USD,OK,1258,2019-01-02,2023-12-29,
US48251W1045,321328198,KKR,USD,OK,1258,2019-01-02,2023-12-29,
US48253L2051,436736648,KLXE,USD,FAILED,0,,,Timeout
US48282T1043,756877,KAI,USD,OK,1258,2019-01-02,2023-12-29,
US4830077040,39204349,KALU,USD,OK,1258,2019-01-02,2023-12-29,
US4834671061,479630122,KLTR,USD,OK,616,2021-07-21,2023-12-29,
US48563L1017,481476177,KRT,USD,OK,683,2021-04-15,2023-12-29,
US4857851095,86751702,KPCPY,USD,OK,1258,2019-01-02,2023-12-29,
US48581R2058,464033142,KKS,EUR,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:Die HMDS-Anfrage ergab keine Daten: KKS@SMART Trades
US48662X1054,704634496,KBDC,USD,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:Die HMDS-Anfrage ergab keine Daten: KBDC@SMART Trades
US48666K1097,8772,KBH,USD,OK,1258,2019-01-02,2023-12-29,
US4878361082,172604111,K,CHF,OK,1260,2019-01-03,2023-12-29,
US4881522084,270939,KELYA,USD,OK,1258,2019-01-02,2023-12-29,
US4884011002,92950764,KMPR,USD,OK,1258,2019-01-02,2023-12-29,
US4884452065,462584489,ZVRA,USD,FAILED,0,,,Timeout
US49271V1008,324057162,KDP,USD,OK,1258,2019-01-02,2023-12-29,
US4932671088,8809,KEY,USD,OK,1258,2019-01-02,2023-12-29,
US49338L1035,170167160,KEYS,USD,OK,1258,2019-01-02,2023-12-29,
US4937321010,4817536,KFRC,USD,OK,1258,2019-01-02,2023-12-29,
US49428J1097,170692627,KE,USD,OK,1258,2019-01-02,2023-12-29,
US4943681035,8864,KMB,USD,OK,1258,2019-01-02,2023-12-29,
US49446R1095,8845,KIM,USD,OK,1258,2019-01-02,2023-12-29,
US49456B1017,83975037,KMI,USD,OK,1258,2019-01-02,2023-12-29,
US49714P1084,242140470,KNSL,USD,OK,1258,2019-01-02,2023-12-29,
US4972661064,2585501,KEX,USD,OK,1258,2019-01-02,2023-12-29,
US49803T3005,161703135,KRG,USD,OK,1258,2019-01-02,2023-12-29,
US49926D1090,143926983,KN,USD,OK,1258,2019-01-02,2023-12-29,
US50015M1099,335906881,KOD,USD,OK,1258,2019-01-02,2023-12-29,
US5002551043,8942,KSS,USD,OK,1258,2019-01-02,2023-12-29,
US50050N1037,363803376,KTB,USD,OK,1169,2019-05-09,2023-12-29,
US5006001011,271009,KOPN,USD,OK,1258,2019-01-02,2023-12-29,
US50060P1066,37655662,KOP,USD,OK,1258,2019-01-02,2023-12-29,
US5006432000,6477845,KFY,USD,OK,1258,2019-01-02,2023-12-29,
US5006881065,346369068,KOS,USD,OK,1258,2019-01-02,2023-12-29,
US5007541064,199169586,KHC,USD,OK,1258,2019-01-02,2023-12-29,
US50077B2079,68492173,KTOS,USD,OK,1258,2019-01-02,2023-12-29,
US50101L1061,499901396,DNUT,USD,OK,629,2021-07-01,2023-12-29,
US5010441013,8908,KR,USD,OK,1258,2019-01-02,2023-12-29,
US50105F1057,26976201,KRO,USD,OK,1258,2019-01-02,2023-12-29,
US50110L1052,363466617,KGTHY,USD,OK,1053,2019-10-24,2023-12-29,
US5011471027,290007409,KRYS,USD,OK,1258,2019-01-02,2023-12-29,
US5012421013,270963,KLIC,USD,OK,1258,2019-01-02,2023-12-29,
US50127T1097,204698526,KURA,USD,OK,1258,2019-01-02,2023-12-29,
US50155Q1004,520488080,KD,USD,OK,550,2021-10-22,2023-12-29,
US50186A1088,39864465,LGL,USD,OK,1254,2019-01-02,2023-12-29,
US50186Q2021,460315730,LGLD,USD,OK,180,2023-04-14,2023-12-29,
US50186V1026,29914393,LPL,USD,OK,1258,2019-01-02,2023-12-29,
US50187T1060,137937808,LGIH,USD,OK,1258,2019-01-02,2023-12-29,
US5018892084,26345312,LKQ,USD,OK,1258,2019-01-02,2023-12-29,
US50189K1034,260424621,LCII,USD,OK,1258,2019-01-02,2023-12-29,
US50202M1027,436980133,LI,USD,OK,861,2020-07-30,2023-12-29,
US50212V1008,109435481,LPLA,USD,OK,1258,2019-01-02,2023-12-29,
US5021601043,27034533,LXU,USD,OK,1258,2019-01-02,2023-12-29,
US50216C1080,271419,LYTS,USD,OK,1258,2019-01-02,2023-12-29,
US5021751020,9240,LTC,USD,OK,1258,2019-01-02,2023-12-29,
US5024311095,371886040,LHX,USD,OK,1258,2019-01-02,2023-12-29,
US5053361078,9308,LZB,USD,OK,1258,2019-01-02,2023-12-29,
US5117951062,271092,LAKE,USD,OK,1258,2019-01-02,2023-12-29,
US5128073062,732439980,LAR0,EUR,FAILED,0,,,162: Service für historische Marktdaten - Fehlermeldung:Die HMDS-Anfrage ergab keine Daten: LAR0@SMART Trades
US5128161099,174076708,6LA,EUR,OK,1272,2019-01-02,2023-12-29,
US5132721045,253184108,LW,USD,OK,1258,2019-01-02,2023-12-29,
US5138471033,271099,MZTI,USD,OK,1258,2019-01-02,2023-12-29,
US5147661046,4814301,LFCR,USD,OK,1258,2019-01-02,2023-12-29,
US51509F1057,146445452,LE,USD,OK,1258,2019-01-02,2023-12-29,
US5165441032,198250080,LNTH,USD,OK,1258,2019-01-02,2023-12-29,
US5171251003,424537791,LRMR,USD,OK,1258,2019-01-02,2023-12-29,
US5178341070,32602412,LVS,USD,OK,1258,2019-01-02,2023-12-29,
US5184151042,271320,LSCC,USD,OK,1258,2019-01-02,2023-12-29,
US5184391044,1448477,EL,USD,OK,1258,2019-01-02,2023-12-29,
US5186132032,264485686,LAUR,USD,OK,1258,2019-01-02,2023-12-29,
US5207761058,271109,DSGR,USD,OK,1258,2019-01-02,2023-12-29,
US5218652049,70152668,LEA,USD,OK,1258,2019-01-02,2023-12-29,
US5237684064,474517455,LEE,USD,OK,1258,2019-01-02,2023-12-29,
US5246601075,9081,LEG,USD,OK,1258,2019-01-02,2023-12-29,
