ISIN,Stage,Error
AU0000157455,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
AU0000166613,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
AU0000179707,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
AU0000180200,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
AU0000180499,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
AU0000182263,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
AU0000182784,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
AU0000183253,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
AU0000192726,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
AU0000196206,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
AU0000196891,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
AU0000208910,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
AU0000210957,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
AU0000218307,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
AU0000222002,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
AU0000224040,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
AU0000251498,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
AU0000254690,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
AU0000256646,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
AU0000256976,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
AU0000258816,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
AU0000265324,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
AU0000418782,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
AU0000423667,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
AU0000432536,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
AU0000450611,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
AU0000474470,ContractDetails,200: Es wurde keine Wertpapierdefinition zu der Anfrage gefunden
BE0003008019,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0003470755,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0003555639,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0003565737,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0003593044,ContractDetails,200: Es wurde keine Wertpapierdefinition zu der Anfrage gefunden
BE0003602134,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0003604155,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0003656676,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0003696102,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0003699130,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0003717312,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0003720340,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0003724383,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0003730448,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0003734481,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0003735496,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0003739530,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0003741551,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0003754687,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0003755692,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0003764785,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0003770840,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0003789063,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0003797140,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0003798155,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0003808251,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0003810273,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0003820371,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0003822393,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0003837540,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0003839561,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0003851681,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0003853703,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0003856730,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0003858751,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0003867844,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0003870871,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0003874915,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0003878957,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0003898187,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0165385973,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0974258874,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0974259880,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0974260896,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0974263924,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0974264930,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0974265945,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0974268972,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0974271034,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0974272040,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0974274061,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0974276082,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0974278104,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0974282148,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0974288202,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0974293251,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0974294267,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0974303357,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0974310428,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0974320526,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0974323553,ContractDetails,200: Es wurde keine Wertpapierdefinition zu der Anfrage gefunden
BE0974338700,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0974340722,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0974349814,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0974358906,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
BE0974362940,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
